id,title,url,is_paid,price,is_practice_test_course,headline,language,name_from_site,rating,category,what_u_learn,description
5474690,Comprehensive Screenwriting Masterclass: From Idea to Pitch,/course/comprehensive-screenwriting-masterclass-from-idea-to-pitch/,False,Free,False,Learn Screenwriting from Award-Winning Pro: Ideation to Pitch!,English,Comprehensive Screenwriting Masterclass: From Idea to Pitch,4.9,"Teaching & Academics,Online Education,Screenwriting and Scriptwriting","How to write your first screenplay or script
Structuring your idea into a screenplay
Making sure your screenplay adheres to industry standards
Pitching your screenplay
How to come up with ideas for your screenplay
How to approach the first draft of your screenplay
How to approach the second draft of your screenplay",
4862452,Introduction to API Testing,/course/introduction-to-api-testing/,False,Free,False,API Testing,English,Introduction to API Testing,4.0,"Development,Software Testing,API Testing","API Testing Strategy
Postman
Test Automation
API","API testing is a type of software testing that analyzes an application program interface (API) to verify it fulfills its expected functionality, security, performance, and reliability.
We have many advantages for learning API Testing, some of them are:
Improved test coverage
Greater test stability
Reduced testing costs
API test automation requires less code than automated GUI tests, resulting in faster testing and a lower overall cost.
Through this course; the audience would get a detailed insight into how to test APIs. In this course, all information is presented in an easy straightforward way so any non-tech person can start with it to have the proper guidance about API testing, also any software engineer who is looking to enrich his/her knowledge related to API Testing is the right course for you."
1689760,Graphic Design Workshop For Beginners. Free Design Elements.,/course/a-theoretical-practical-approach-to-learn-graphic-design/,False,Free,False,Learn By Doing Projects In Photoshop & Illustrator. Packaging & Logo Design. Font Psychology & Composition Theory.,English,Graphic Design Workshop For Beginners. Free Design Elements.,4.3,"Design,Graphic Design & Illustration,Graphic Design","Created stunning photorealistic product packaging for a cereal box and a healthy snack-bar label. Apply this knowledge to creating your own packaging designs.
Communicate better among teams or even at an interview as you are introduced to insightful theories in design based on font psychology, history and consumer behaviour.
Develop your creativity with my practical workshop method of teaching. You learn a vast array of tools & techniques in Photoshop & Illustrator, working side-by-side with me.
Learn techniques to design a distressed texture. Apply this to create a weathered styled logo.
The roles and demands of a graphic designer in the competitive business & entrepreneurial startup world.
Have knowledge of graphic design from updated research & statistical experiments to understand how to design for a target market.
Able to develop into an intelligent designer who understands how to apply theory in design to combine art, creativity, reasoning & logic to make marketable designs.
Have a more mature grasp of graphic design in the present world instead of just knowing how to make brochures and business cards without any appreciation of 'what is graphic design' - too old school.",
5558990,Mastering Generative AI with LLMs: A Hugging Face Guide,/course/mastering-generative-ai-with-llms-a-hugging-face-guide/,False,Free,False,"LLMs & Transformers: Dive into Hugging Face, Fine-tuning, Tokenization, and Datasets",English,Mastering Generative AI with LLMs: A Hugging Face Guide,4.2,"Development,Data Science,Generative AI","How to build your own tokenizer using Hugging Face's Transformers library
How to build a custom dataset in Hugging Face
How to train a GPT-2 model from scratch using Hugging Face's Transformers library
How to instruction fine-tune a LLM using PEFT",
1097180,"Stay Anonymous Online – Darknet, TOR, WHONIX, Tails & kali",/course/stay-anonymous-online-darknet-tor-whonix-tails-kali/,False,Free,False,"TOR: What, How, When & Why? How to Become Anonymous in 2017?",English,"Stay Anonymous Online – Darknet, TOR, WHONIX, Tails & kali",3.4,"IT & Software,Network & Security,Kali Linux","Understand what Darknet is
What is TOR and How does it work
What is the difference between WHONIX & Tails
Configure the Whonix Gateway and integrate it with Kali Linux",
4191124,"React-Redux, Redux Toolkit for beginners [2023]",/course/react-redux-toolkit-complete-guide/,False,Free,False,Master Redux Toolkit Core Library and Redux Toolkit with React,English,"React-Redux, Redux Toolkit for beginners [2023]",4.6,"Development,Web Development,Redux Framework","Learn redux toolkit to build two applications
How to manage state using redux toolkit
How to use createStore
How to use createAction
How to use createReducer
How to use createSlice
How to use createAsycnThunk",
251416,Power Pivot Workshop Beginner,/course/power-pivot-workshop-beginner/,False,Free,False,Learn how to start using Power Pivot for Excel creating your own data models.,English,Power Pivot Workshop Beginner,4.4,"Office Productivity,Microsoft,Power Pivot","By the end of the course, you will be able to create simple models in Power Pivot, loading data from different data sources.",
1333002,Learn to Do Business & Sell to the Government | ScaleUP USA,/course/how-to-sell-to-the-government/,False,Free,False,"Learn to sell to the government. Learn of the selling opportunity, registration process, and winning strategies.",English,Learn to Do Business & Sell to the Government | ScaleUP USA,3.8,"Business,Entrepreneurship,Government Contracting","What is the large Federal Government opportunity? Why should you be involved?
Learn about the size of Federal Government grants and contracts opportunities.
What is the competition for the Federal Government opportunities? How do you prepare?
Learn what you need to do BEFORE you start selling to the Federal Government.
Learn how to register for doing business with and selling to the Federal Government.
Get a quick overview of areas for best practices for winning contracts and grants.",
5152094,Ultimate Introduction to Neuro Linguistic Programming (NLP),/course/ultimate-introduction-to-nlp/,False,Free,False,"Lessons from Dr. Richard Bandler, Alessio Roberti and Owen Fitzpatrick: How to Build a Successful Life",English,Ultimate Introduction to Neuro Linguistic Programming (NLP),3.8,"Personal Development,Personal Transformation,Neuro-Linguistic Programming","Students will be able to use NLP to create their own Personal Transformation
Students will be able to create their Mind map
students will be able to learn about the META Model
Students will be able to increase the communication skills",
5192888,Learn R Programming from Scratch,/course/learn-r-programming-from-scratch-g/,False,Free,False,For Data Analysis and Data Visualization,English,Learn R Programming from Scratch,4.3,"Development,Programming Languages,R (programming language)","You could write an R script and R commands on console
You could implement various concepts in R such as vectors, lists, loop, if else, etc
You could create Data Visualization charts with plot- line, bar, scatterplot and pie chart
You could perform various Statistical operations on dataset such as finding min, max, median, mode, etc",
1084894,Chrome Extensions : Develop 5 chrome extensions from scratch,/course/chrome-extension-dev/,False,Free,False,For Beginners,English,Chrome Extensions : Develop 5 chrome extensions from scratch,4.4,"Development,Web Development,Chrome Extensions","Create a simple Hello World extension
Create a Budget Manager extension
Create a Page Style extension
Create Text-To-Speech extension
Debug Chrome Extensions
Deploy Chrome Extensions",
2839094,Crash Course - Japanese Candlesticks Trading Mastery Program,/course/crash-course-japanese-candlesticks-trading-mastery-program/,False,Free,False,Go from Beginner to Pro Trader in Less Than 4 Hours. Learn Basic & Advanced Patterns to Enhance Your Trading Results,English,Crash Course - Japanese Candlesticks Trading Mastery Program,4.7,"Finance & Accounting,Investing & Trading,Candlestick Trading","Why Japanese Candlesticks Trading
The Japanese Candlesticks
The Father of Japanese Candlesticks Trading
The Modern Father of Japanese Candlesticks Trading
The 2 Market Players
The 5 Market Sentiments
The 3 Market Positions
Anatomy of Japanese Candlesticks
The 3 Types of Candles
The Simplest of all Bullish Candlesticks Patterns
The Most Powerful Bullish Candlestick Pattern
The 4 Major Bullish Candlestick Patterns
The 4 Major Bearish Candlestick Patterns
The Simplest of all Bearish Candlesticks Patterns
The Most Powerful Bearish Candlestick Pattern
The Most Magical Candlestick Pattern
The Most Powerful Candlestick Pattern
Entering & Exiting Trades Correctly
The Secret of Professional Traders
Avoiding Bad Trades
A Simple Strategy to Take Correct Trades
Increasing the Probability of Profits
Trading with the Trend
Trading with the Dominant Player in the Market
Identify Overbought & Oversold Conditions
Trading with Confidence
Minimise Losses
Maximise Profits",
2960758,Build your first React JS Application,/course/build-your-first-react-js-application/,False,Free,False,Learn the most popular JavaScript framework on the web by building your first React web app,English,Build your first React JS Application,4.3,"Development,Web Development,Front End Web Development","React JS
JavaScript
How to build a React SPA
React Router
Tailwind CSS (JavaScript configurable CSS)
Responsive web application development",
5523608,Market Profile Trading For Beginners,/course/market-profile-trading-for-beginners/,False,Free,False,The Path To Becoming A Professional Trader,English,Market Profile Trading For Beginners,4.2,"Finance & Accounting,Investing & Trading,Financial Trading","The Basic Concepts Of Market Profile
How To Interpret A TPO Chart
Basic Principles Of Market Profile
Basic Strategy On Market Profile",
4803306,Financial Analyst Crash Course: Beginner’s Guide to Finance,/course/finance-accounting-101/,True,₺299.99,False,Finance made easy: Build real-world financial statement analysis skills and get started on your finance career today!,English,Financial Analyst Crash Course: Beginner’s Guide to Finance,4.4,"Finance & Accounting,Financial Modeling & Analysis,Financial Analysis","Read & analyze income statements, balance sheets and cash flow statements
Use Excel to perform financial analysis
Foundations of accounting and financial statement analysis
Learn to use a financial calculator
Analyze private and public company financial statements to make investment decisions
How financial statements are interconnected
Analyze debt, working capital, depreciation, and other supporting schedules
Debits and Credits
Navigate the SEC website and 10-K’s like a shark
and much more!","Looking to learn how to analyze financial statements and advance your career?  You're in the right place.
Invest in yourself by learning to read financial statements! Those that can read financial statements are more likely to operate successful businesses, get promoted, and make better decisions with money.  Whether you're looking to break into corporate finance, boost your investment portfolio or better understand your clients' needs, learning financial analysis can have an outsized impact on your personal bottom line.
Understanding Financial Statements is financial analysis crash course where you'll learn:
The foundations of financial accounting and finance
How to analyze an income statement, balance sheet, and cash flow statement
How to perform financial ratio analysis
How to analyze private and public companies' financial statements"
5255968,Nutrition Course 2023,/course/nutrition-course-2023/,False,Free,False,Fundamentals of Nutrition,English,Nutrition Course 2023,3.7,"Health & Fitness,Nutrition & Diet,Nutrition","Demonstrate an understanding of the basic principles of nutrition, including the role of macronutrients and micronutrients in the body.
Analyze the digestive system and explain the process of nutrient absorption and transport, as well as metabolism of nutrients.
Evaluate the relationship between energy balance and weight management, and apply weight management strategies to improve overall health.
Compare and contrast the nutritional requirements and health benefits of macronutrients and micronutrients, and apply this knowledge to develop a balanced diet",
5288252,Create a Solar System with React Three Fiber,/course/create-a-solar-system-with-react-three-fiber/,False,Free,False,This course is meant to get you started learning Three.js and React Three Fiber while building an actual project,English,Create a Solar System with React Three Fiber,4.4,"Development,Web Development,Three.JS","Learn how to create a React Three Fiber Project with Vite
Learn how to create a model Earth, Moon, & Sun with native R3F code
Learn how to import glTF models using NASA's very own model of the International Space Station
Learn how to animate objects in a Threejs scene",
1206486,CCNA Campus & Ethernet troubleshooting: Cisco CCNA Exam Prep,/course/ccna-campus-ethernet-troubleshooting-cisco-ccna-exam-prep/,False,Free,False,Prepare for the Campus Ethernet exam topics in the CCNA 200-301  exam. You need to learn Ethernet for the exam,English,CCNA Campus & Ethernet troubleshooting: Cisco CCNA Exam Prep,5.0,"IT & Software,IT Certifications,Cisco Certified Network Associate (CCNA)","Troubleshoot Campus Networks in preparation for the Cisco CCNA Exam
Learn how ARP works
Learn what Routed Ports are
Explain the difference between ip-default gateway and ip default route
Learn how to configure layer 3 switching",
3436760,Godot 101 – Game Engine Foundations,/course/godot-101-game-engine-foundations/,False,Free,False,Dive into Godot – an open-source and free game engine – and master the foundations of 2D and 3D game development.,English,Godot 101 – Game Engine Foundations,4.4,"Development,Game Development,2D Game Development","Game creation with the Godot engine
Level design with tile objects
2D platformer mechanics
Player controller logic",
5542614,Data Analysis with Excel and Power BI,/course/dataanalysiswithexcelandpbi/,False,Free,False,This course give you a good understanding of Data Analysis and Visualization using Microsoft Excel and Power BI.,English,Data Analysis with Excel and Power BI,4.2,"IT & Software,Other IT & Software,Microsoft Power BI","Apply Advance Excel Functions.
Good understanding on functions like Forecast, Look Ups, Pivot Tables and Charts.
Connect Excel with Power BI to get automatic updates in Power BI.
Make interactive dashboard using Power BI.",
3246790,Cyber Security The Right Start,/course/cyber-security-the-right-start/,False,Free,False,A solid start to your Cyber Security Career,English,Cyber Security The Right Start,4.2,"IT & Software,Network & Security,Cybersecurity","Cyber Security Fundamentals
Overview of the Cybersecurity concepts
Essential knowledge for your career in cybersecurity
Understanding the cybersecurity roadmap",
2111880,KICKBOXING: All The Way To Black Belt,/course/kickboxing-all-the-way-to-black-belt/,False,Free,False,Absolute beginners Kickboxing course. Perfect for everyone regardless of current fitness level or ability.,English,KICKBOXING: All The Way To Black Belt,4.6,"Health & Fitness,Martial Arts & Self Defense,Kickboxing",A beginners course looking at all aspects of Kickboixng from footwork to jumping kicks!,
614472,The Advanced Forex Course for Smart Traders,/course/advanced-forex-course/,False,Free,False,Based on the careful study and application of methods from the famous ‘Market Wizards’,English,The Advanced Forex Course for Smart Traders,4.0,"Finance & Accounting,Investing & Trading,Forex Trading","Learn the practices and principles of the famous market wizards and how to apply them to Forex trading
Complete a 16 page interactive Forex trading plan template
Align your beliefs with the beliefs of top traders
Develop a big picture model of the market to guide you to where opportunities lie
Learn the basics of trading statistics and probability
Learn how to set effective objectives for your trading
Learn how to build a position sizing model to achieve your goals
Know how to identify the market type and trade the right strategy for the market type
Learn how to identify low risk trade ideas.
Learn how to find high probability set-ups and time an entry to improve the risk/reward ratio
Learn how to use dealing ranges to place your stop-loss
Learn how to adapt your exit strategy to what happens after you place a trade
Learn advanced trade management techniques for scaling-in and out of positions
Learn how to trade around your position and build a ""risk-free"" position
Learn how to improve your trading system by using advanced position sizing techniques
Learn how to run your trading business like a hedge fund
Develop the mindset of a master trader
Learn in-depth techniques for psychological transformation
Build a daily routine for peak trading performance",
1456534,Beginners Digital Illustration with Krita,/course/essentials-of-digital-illustration-with-krita-section-1/,False,Free,False,Get started digital painting for free with Krita,English,Beginners Digital Illustration with Krita,4.6,"Design,Graphic Design & Illustration,Krita","The basics of digital painting software Krita
Create solid sketches
Color, shade and highlight
The basics of line art",
2943808,ITIL® 4 Introduction,/course/itil-4-introduction/,False,Free,False,Introducing ITIL,English,ITIL® 4 Introduction,4.5,"IT & Software,IT Certifications,IT Service Management",An understanding of ITIL 4,
5509050,"VMware vSphere, Install, Configure & Learn VMware (Beginner)",/course/vmware-vsphere-install-configure-learn-vmware-beginner/,False,Free,False,"this course will cover basic of Windows Server, ESXi  & vSphere (vCenter).",English,"VMware vSphere, Install, Configure & Learn VMware (Beginner)",4.3,"IT & Software,Operating Systems & Servers,VMware Vsphere","Overview of VMware vSphere
VMWare ESXi Hypervisor Installation
VMWare vCenter Hypervisor Installation
Windows 2016 AD Setup
Build Virtual machines
Create VM templates",
3953958,Hypnotherapy Business Plan (6 Figure Hypnotherapy Business),/course/hypnotherapy-business-plan-6-figure-hypnotherapy-business/,False,Free,False,"A detailed business model to grow your Hypnotherapy, Coaching & NLP business online - from scratch.",English,Hypnotherapy Business Plan (6 Figure Hypnotherapy Business),4.5,"Business,Entrepreneurship,Hypnotherapy","Hypnosis business model
Coaching business model
How to start a hypnosis business
How to start a coaching business",
5346318,After Effects For Beginners 6. Exporting & Rendering,/course/after-effects-for-beginners-part-6/,False,Free,False,"Learn the best software for motion graphic design, Adobe After Effects from scratch",English,After Effects For Beginners 6. Exporting & Rendering,4.9,"Design,3D & Animation,Adobe After Effects","Understand the principles of motion graphics and how to apply them effectively.
Understand the fundamental concepts and interface of Adobe After Effects.
Learn how to import and organize media assets in After Effects.
Master the essential tools and features used for creating and manipulating visual effects.
Gain knowledge of basic video editing techniques, including trimming, cutting, and sequencing clips.
Learn how to work with shape layers, masks, and vector graphics to create compelling visuals.
Gain proficiency in creating basic animations and keyframe-based motion.
Learn how to use null objects as parent and link layers to control and animate multiple layers simultaneously.
Explore the capabilities of working with 3D layers in After Effects.",
5042676,Rust Programming Crash Course for Beginners (Part 1/3),/course/rust-programming-crash-course-for-beginners-part-1/,False,Free,False,A beginners guide to Rust programming.,English,Rust Programming Crash Course for Beginners (Part 1/3),4.4,"Development,Programming Languages,Rust (programming language)","Solid understanding of Rust programming basics
Getting started in Rust: downloading, installing, creating files, printing, formatting and understanding cargo tools.
Fundamentals including variables, constants, shadowing, data types, overflow, type casting, conversion, functions, conditions, control flow and user input.
More complex concepts of Rust including vectors, pointers, referencing, structs and enums and more.",
5484558,The Ultimate YouTube Blueprint for Entrepreneurial Success,/course/the-ultimate-youtube-blueprint-for-entrepreneurial-success/,False,Free,False,YouTube Marketing Full  Course,English,The Ultimate YouTube Blueprint for Entrepreneurial Success,3.7,"Marketing,Content Marketing,YouTube Marketing","YouTube Marketing & Introduction - What You will benefit in this course
A tour step by step guide to YouTube Marketing & Channel Creation
Video Editing Made easy for your Recorded Video
Full channel Optimization
Designs Of Banners, Thumbnails Etc
Incorporate Affiliate marketing & Make Money",
5487912,"Cyber Security, Ethical Hacking - Intro to Phishing",/course/intro-to-phishing/,False,Free,False,Phishing 101,English,"Cyber Security, Ethical Hacking - Intro to Phishing",4.5,"IT & Software,Network & Security,Ethical Hacking","Understand Phishing attacks and it's implications
Understand different types of Phishing attacks and its outcome
Understand the tools used for Phishing attacks
Understand how Phishing attacks are conducted",
4339992,IT Fundamentals & Computer Networking Course with Comptia A+,/course/it-fundamentals-computer-networking-course-with-comptia-a/,False,Free,False,Complete Computer Network/IT Fundamentals and prepare Comptia Network+ and Comptia A+,English,IT Fundamentals & Computer Networking Course with Comptia A+,4.4,"IT & Software,IT Certifications,IT Fundamentals","Learn IT Networking
Learn about Computer Networking
Information Security- Introduction to Basics of information security
Switching techniques
Go from basics to go further upto CCNA
OSI and TCP/IP model- layered Architectures
Describe computer networks and identify key components of networks
Mux and Demux
Understand the basics of IP addressing
Configure IPv4 and IPv6
Understand network hardware and their purpose
Understand the basics of IP addressing",
5514584,Integrating Project Management into Highly Technical Roles,/course/integrating-project-management-into-highly-technical-roles/,False,Free,False,How to successfully incorporate the key project management processes and practices into your daily basis,English,Integrating Project Management into Highly Technical Roles,4.5,"Business,Project Management,Project Management","Understand what are the basic and most important project management components that technical roles can integrate in their daily basis
Get a clear vision on how projects are normally structured
Fully understand the components of the scrum framework and how each component relates to their roleed
Learn to anticipate and respond to risks and issues effectively
Apply best practices for effectively communicate project information to stakeholders
Learn the entire process and best practices that can be used to manage stakeholders concerns, needs and expectations
Learn how to prepare and conduct a lessons learned session
Understand how lessons learned benefit technical roles
Get a clear understanding of how people in technical roles can support their peers when burnout and low morale is identified",
5586344,Advanced Data Center Management and Infrastructure,/course/advanced-data-center-management-and-infrastructure/,False,Free,False,"""Mastering the Heart of IT: Advanced Data Center Management and Infrastructure""",English,Advanced Data Center Management and Infrastructure,4.6,"Development,Database Design & Development,Data Science","Overview of AI tools for developers and their impact on software development
You will practice how to collaborate with Bard by asking follow-up questions, choosing from multiple drafts, and editing its outputs
Understand what Docker Compose is
Recognize how best practices and benchmarking support continuous improvement",
4561466,NeuroEvolution of Augmenting Topologies NEAT Neural Networks,/course/neuroevolution-of-augmenting-topologies-neat/,True,₺299.99,False,Learn to use an evolutionary algorithm to train and evolve efficient artificial neural networks,English,NeuroEvolution of Augmenting Topologies NEAT Neural Networks,3.6,"Development,Data Science,Neural Networks","Understand the mechanisms of genetic algorithms
Understand the mechanisms of the NeuroEvolution of Augmenting Topologies algorithm
Evolve NEAT-based artificial neural networks using NEAT-Python
Apply NEAT to various control and computer problems","This is an introductory course to the NeuroEvolution of Augmenting Topologies algorithm. The course covers the most important concepts that characterize the NEAT algorithm, where a focus on understanding the theory behind genetic-algorithm-based artificial neural networks and their application to real-world problems, particularly in the fields of robotics and control.
This course is intended for individuals from all backgrounds and knowledge levels, as it is structured such that there are no advanced prerequisites. From the fundamental concepts of neural networks to the unique mechanisms found in the algorithm, the lectures provide a succinct and complete overview of NEAT that can be understood by any researcher, academic, or self-learner.

The list of topics covered include:"
4649154,SQL to Python for Beginners,/course/sql-to-python-for-beginners/,False,Free,False,An intro Course illustrating SQL equivalents in Python,English,SQL to Python for Beginners,4.5,"Development,Database Design & Development,Python","Learn Python by Example
Learn to translate SQL into Python
Manipulate data in Python like you would with SQL
Become familiar with the Pandas library in Python",
4861652,"Learn CI/CD Pipeline With Jenkins, Python, Docker, DockerHub",/course/learncicdpipelinejenkins/,False,Free,False,"Jenkins With Python, Docker, GitHub and DockerHub on Linux | Docker Build, Publish & Deploy with SSH on Remote Server",English,"Learn CI/CD Pipeline With Jenkins, Python, Docker, DockerHub",4.5,"Development,Software Engineering,Jenkins","Knowledge about Continuous Integration & Continuous Delivery
Execute Docker cmds from Jenkins
Create a CI/CD Pipeline with Jenkins
Execute shell cmds from Jenkins on remote server",
735420,The Art of Baking with Yuppiechef,/course/art-of-baking/,False,Free,False,"Learn with our online cooking classes and get easy baking recipes, bread making, pastry classes and cake decorating",English,The Art of Baking with Yuppiechef,4.6,"Lifestyle,Food & Beverage,Baking","Understand the basics of baking, including easy cake chemistry, pantry essentials and the golden rules of baking
Know everything biscuit and cookie baking, including lemony butter biscuits and peanut buttery oat biscuits
Understand the ins and outs of making bread, and make a wholewheat loaf and rosemary and feta focaccia
Master the classic sponge cake, clementine and rosemary cake, and chocolate cake
Learn techniques for icing cakes and cupcakes, buttercream icing, and red velvet cupcakes
Become a pastry expert, and make a lemon tart and chocolatey cinnamon rolls",
1953380,Foundation for Digitally Sketching a Face,/course/foundation-for-digitally-sketching-a-face/,False,Free,False,Accentuation of proper detail,English,Foundation for Digitally Sketching a Face,4.6,"Design,Other Design,Illustration",Students will have a base understanding of the importance of accentuation of basic detail in a face.,
5139136,Mastering ChatGPT: From Zero to Hero (2023),/course/chatgpt_masterclass_a_complete_chatgpt_guide_for_beginners/,True,₺299.99,False,Learn with Real Life Examples | From Content Creation to Project Management.,English,Mastering ChatGPT: From Zero to Hero (2023),4.7,"Office Productivity,Other Office Productivity,ChatGPT","How to create high quality content in a relatively short time
How to write a blog post that is well structured
Fundamentals of Conversational AI and ChatGPT
Gain practical experience in using ChatGPT to complete real-world tasks and solve problems through prompt-based communication.","Are you looking to streamline your workflow, automate tasks, and improve efficiency in your daily work? If so, this online course on using ChatGPT is for you!

ChatGPT is becoming an increasingly popular solution for virtual assistance. ChatGPT enables you to communicate with a machine in natural language, making it easy and convenient to use.

The course is designed to equip you with the knowledge and practical experience to use ChatGPT to increase your productivity. You will learn how to formulate effective prompts to receive relevant responses from ChatGPT, all through practicle use cases."
5581732,"Web Scraping Mastery: 100 Projects with Scrapy,BS4 and more",/course/web-scraping-mastery-100-projects-with-scrapybs4-and-more/,False,Free,False,"100 Real-World Projects with Scrapy, Selenium,bs4,requests,xpath,apis and more",English,"Web Scraping Mastery: 100 Projects with Scrapy,BS4 and more",4.3,"IT & Software,Other IT & Software,Web Scraping","100 web scraping projects (from beginner to advanced projects)
How to download python libraries/python
How to use scrapy,beautifulsoup and other data scraping techniques
How to setup a virtual enviroment
How to scrape sites like tiktok,instagram ,amazon,jumia
Handle pagination with any scraping tool
Scrape infinite scroll websites",
3814284,Day Trading & Swing Trading: Technical Analysis Basics 2023,/course/technical-analysis-basics-for-day-trading/,False,Free,False,"Technical Analysis Basics For Day Trading, Swing Trading, Stock Trading, Options Trading, Cryptocurrency & Forex Trading",English,Day Trading & Swing Trading: Technical Analysis Basics 2023,4.8,"Finance & Accounting,Investing & Trading,Day Trading","Learn All Technical Analysis Basics For Day Trading & Swing Trading. Applicable for Trading Stocks, Options, Forex & Cryptocurrency. With Real World Examples Included!
Dedicated Support from the Course Instructors and the Learning Community. 100% Questions Answered Within 24 Hours!
How to Build a Technical Analysis Foundation for Day Trading & Swing Trading
How to Perform Candlestick Chart Analysis
How to Trade Long and Short Candlestick Bodies
How to Perform Multiple Time Frame Analysis
How to Trade Support & Resistance Levels
How to Trade Fibonacci Retracements
How to Trade Pivot Points (PP)
How to Identify Market Trends With EMA and MACD
How to Trade Bollinger Bands (BB)
How to Trade Stochastic Oscillator (SO)
How to Implement Reversal Trading Strategies
How to Implement Choppy Market Trading Strategies
How to Implement Flat Market Trading Strategies
Trading Psychology & Risk Management Strategies
And a lot more...",
3718818,Improve Communication Results & Become Effective Listener,/course/improve-communication-results-become-effective-listener/,False,Free,False,10 techniques with examples,English,Improve Communication Results & Become Effective Listener,4.5,"Personal Development,Personal Productivity,Communication Skills","1. How to create clear messages
2. Method to be courteous
3. 5W & 1H method for complete communication
4. How to build confidence in listener's mind
5. Way to keep listener's attention
6. How to be logical in communication
7. Five levels of listening
8. Practical tips for effective listening",
917788,Introduction to Self-Development: Apply a Working Plan,/course/introduction-to-self-development-apply-a-working-plan/,False,Free,False,"Tips and key information that when applied, can make your life better as it did to me",English,Introduction to Self-Development: Apply a Working Plan,4.0,"Personal Development,Personal Productivity,Personal Development","Keeping well designed lists of goals
Learn how to use technology as tools for the success
Prioritization
SMART goals
Mind-Mapping",
5453930,Sickle Cell Disease CRASH COURSE + Practice Quizzes,/course/sickle-cell-disease-crash-course/,False,Free,False,Sickle Cell Education & Diagnosis,English,Sickle Cell Disease CRASH COURSE + Practice Quizzes,4.8,"Health & Fitness,General Health,Healthcare","General Practical Facts
Signs & Symptoms
Diagnosis Options
Treatment Options
Current on-going reasearch",
5452236,TikTok Ads for Beginners: Exclusively Built for Shopify 2023,/course/tiktok-ads-for-beginners/,False,Free,False,Advertising on TikTok from A to Z to expand your business reach and maximize Shopify store sales,English,TikTok Ads for Beginners: Exclusively Built for Shopify 2023,4.9,"Marketing,Paid Advertising,TikTok Marketing","Fully define the target audience for your TikTok Ads
Launch TikTok targeting ads from scratch to drive sales right in the first campaign
Choose the right TikTok Ads objective that align with your business goals
Create incentive content for stop scrolling TikTok Ads
Discover different TikTok Ads formats to find the most accessible one
Use re-targeting and retention campaigns to win back customers
Install the right TikTok pixels to Shopify store in a few minutes
Optimize and scale up TikTok Ads with data-driven decision",
5438996,Certificate: Herbal Health Cultivation in East & West vol.1,/course/herbal-health-cultivation-of-east-west-vol1/,True,₺299.99,False,Relieve modern health problems with herbal remedies and dietetics wisdom by Hildegarde of Bingen,English,Certificate: Herbal Health Cultivation in East & West vol.1,5.0,"Health & Fitness,Nutrition & Diet,Dieting","Learn Health Cultivation tips that Hildegarde of Bingen suggested.
Know simple and efficient dietetic advice being practiced since medieval era, Interaction between diet and health based on Hildeharde's naturopathy theory
Learn the characteristics and tendency of foods
Learn the diet which is an important part of holistic health approach
In Vol.1, the contents is focusing on the overview of European naturopathy and dietetics method by Hildegarde of Bingen.","**Update September 15 2023
1. Added captions in French, Hindi, Japanese, Spanish and Traditional Chinese
2.Added new section, "" 12 herbs suggested by Hildegarde of Bingen,  to keep in your kitchen""

If you want to be health conscious, you can start to cure yourself in your kitchen!
This course is intended to present the natural health cultivation tips from the teachings of Hildegarde of Bingen's method.
Her teaching of health cultivation suggests a simple and proper culinary approach, the importance of preventive action, and the proper usage of herbs."
4368552,Reparent Your Busy Thoughts,/course/trauma-care-how-to-reparent-your-intrusive-thoughts/,False,Free,False,Love to Your Intrusive Thoughts and Feelings,English,Reparent Your Busy Thoughts,3.9,"Personal Development,Other Personal Development,Mental Health","Learn about the power of the parasympathetic nervous system.
Learn about how bodies hold and release traumatic stress.
Note intrusive thoughts.
Witness feelings.
Turn to the body with reparenting when intrusive thoughts and feelings arise.",
3723088,15 Brilliant and Genuine Ways to Make Money Online 2021,/course/15-brilliant-and-genuine-ways-to-make-money-online-2021/,False,Free,False,"Secret methods to earn online income from home, 100% working work from home techniques",English,15 Brilliant and Genuine Ways to Make Money Online 2021,4.5,"Business,E-Commerce,Online Business","How to make money online free
Revealing complete website lists based on each method
How to earn online income without any investment
How to start an online business from the comfort of your home
Newbie or Beginner friendly methods
Secret free promotional techniques",
3302922,Tableau Fundamentals for Aspiring Data Scientists,/course/learn-tableau-fundamentals/,False,Free,False,"Learn Tableau from scratch, create rich visualization and share with others",English,Tableau Fundamentals for Aspiring Data Scientists,4.0,"IT & Software,Other IT & Software,Tableau","Install Tableau Public
Understand the core concepts of Tableau - Data Types, Measures and Dimensions, Aggregation and Granularity, Discrete and Continuous fields
Common Chart types - Bar Chart, Line Chart, Map Chart
Calculated Fields
Sorting and Filtering
Crosstabs
Dashboards",
1909434,Pre-Flutter & Dart: Everything To Know Before You Start!,/course/pre-google-flutter-and-dart-everything-you-need-to-know/,False,Free,False,The Only Course You Need Before You Begin Learning Flutter & Dart! Can It Lead To A Career For You?,English,Pre-Flutter & Dart: Everything To Know Before You Start!,4.4,"Development,Mobile Development,Google Flutter",A better understanding of Google Flutter and Dart and if it is something they can make a career out of.,
